,MaterialNumber,SubstituteMaterialNumber,SubstitutionType
76903,FITEXTRAXXL,FITPLUSXXL,Direct Cross
76904,FITEXTRAXXL,IDMFQCRB017,Direct Cross
76905,FITEXTRAXXL,KDL67093,Direct Cross
76906,FITEXTRAXXL,MAY67093,Direct Cross
76907,FITEXTRAXXL,PRKDD50,Direct Cross
76908,FITEXTRAXXL,TDO250000035,Direct Cross
76909,FITEXTRAXXL,UMC201687,Direct Cross
76910,FITLINER100,AVK62418,Direct Cross
76911,FITLINER100,BXT6596B,Direct Cross
76912,FITLINER100,BXT6597B,Direct Cross
76913,FITLINER100,BZA000021313,Direct Cross
76914,FITLINER100,DDQPL1131,Direct Cross
76915,FITLINER100,FITLINER300,Direct Cross
76916,FITLINER100,KDL6598B24,Direct Cross
76917,FITLINER100,PHT1684040,Direct Cross
76918,FITLINER100,PHT1684050,Direct Cross
76919,FITLINER100,PL-1131,Direct Cross
76920,FITLINER100,PL1001,Direct Cross
76921,FITLINER100,PL113/1,Direct Cross
76922,FITLINER100,PRKSPDRA,Direct Cross
76923,FITLINER100,TNA62418,Direct Cross
76924,FITLINER300,BXT6597B,Direct Cross
76925,FITLINER300,BZA000021314,Direct Cross
76926,FITLINER300,FITLINER100,Direct Cross
76927,FITLINER300,FITLINER500,Direct Cross
76928,FITLINER300,PHT1684060,Direct Cross
76929,FITLINER300,PRKSPDPA,Direct Cross
76930,FITLINER300,TNA62618,Direct Cross
76931,FITLINER500,AVK62718,Direct Cross
76932,FITLINER500,FITLINER300,Direct Cross
76933,FITLINER500,IDM62718,Direct Cross
76934,FITLINER500,PHT1684080,Direct Cross
76935,FITLINER500,PL115,Direct Cross
76936,FITLINER500,PRKSPDPA,Direct Cross
76937,FITLINER500,PRKSPSA,Direct Cross
76938,FITLINER500,TNA62718,Direct Cross
76939,FITPLUSLG,AJD2966100,Direct Cross
76940,FITPLUSLG,BZA4168,Direct Cross
76941,FITPLUSLG,FITEXTRALG,Direct Cross
76942,FITPLUSLG,FITULTRALG,Direct Cross
76943,FITPLUSLG,PF013/1,Direct Cross
76944,FITPLUSLG,PF0161,Direct Cross
76945,FITPLUSLG,PPB2966100,Direct Cross
76946,FITPLUSLG,SQS7602,Direct Cross
76947,FITPLUSLG,TNA67330,Class of Trade Cross
76948,FITPLUSLG,TNA69972,Direct Cross
76949,FITPLUSMD,AJD2965100,Direct Cross
76950,FITPLUSMD,BZA4163,Direct Cross
76951,FITPLUSMD,CON222423,Direct Cross
76952,FITPLUSMD,FITBASICMD,Direct Cross
76953,FITPLUSMD,FITEXTRAMD,Direct Cross
76954,FITPLUSMD,FITULTRAMD,Similar Cross
76955,FITPLUSMD,PF012-2,Direct Cross
76956,FITPLUSMD,PPB2965100,Direct Cross
76957,FITPLUSMD,SQS7601,Direct Cross
76958,FITPLUSMD,TNA67320,Direct Cross
76959,FITPLUSMD,TNA69960,Class of Trade Cross
76960,FITPLUSMD,TNA69962,Class of Trade Cross
76961,FITPLUSXLG,AJD2967100,Direct Cross
76962,FITPLUSXLG,CON222426,Direct Cross
76963,FITPLUSXLG,FITEXTRAXLG,Direct Cross
76964,FITPLUSXLG,FITULTRAXLG,Direct Cross
76965,FITPLUSXLG,NU0141,Direct Cross
76966,FITPLUSXLG,PF0141,Direct Cross
76967,FITPLUSXLG,PPB2134,Direct Cross
76968,FITPLUSXLG,PPB2967100,Direct Cross
76969,FITPLUSXLG,SQS7603,Direct Cross
76970,FITPLUSXLG,TNA69982,Direct Cross
76971,FITPLUSXXL,FITBASICXXL,Direct Cross
76972,FITPLUSXXL,FITEXTRAXXL,Direct Cross
76973,FITPLUSXXL,FITULTRAXXL,Similar Cross
76974,FITPLUSXXL,GOMDD50,Direct Cross
76975,FITPLUSXXL,KDL67093,Direct Cross
76976,FITPLUSXXL,PRKDD50,Direct Cross
76977,FITPLUSXXL,SQS7607,Direct Cross
76978,FITPLUSXXL,TNA61092,Direct Cross
76979,FITULTRALG,AVK35458,Direct Cross
76980,FITULTRALG,BZA000021291,Direct Cross
76981,FITULTRALG,BZA000021292,Direct Cross
76982,FITULTRALG,COV77074,Direct Cross
76983,FITULTRALG,DULBRBX25,Direct Cross
76984,FITULTRALG,FITPLUSLG,Direct Cross
76985,FITULTRALG,KDL60034CS,Direct Cross
76986,FITULTRALG,KDL67034,Direct Cross
76987,FITULTRALG,MAY77074,Direct Cross
76988,FITULTRALG,PHT165133,Direct Cross
76989,FITULTRALG,PHT165533,Direct Cross
76990,FITULTRALG,PPB2313,Class of Trade Cross
76991,FITULTRALG,PRKDDC25,Direct Cross
76992,FITULTRALG,PRKDDC30,Direct Cross
76993,FITULTRALG,PRKDDEW30,Direct Cross
76994,FITULTRALG,PVB013,Class of Trade Cross
76995,FITULTRALG,PVB013/2,Class of Trade Cross
76996,FITULTRALG,PVB016/1,Direct Cross
76997,FITULTRALG,SLA25BC2,Direct Cross
76998,FITULTRALG,SLA25BS1,Direct Cross
76999,FITULTRALG,TNA67300,Direct Cross
77000,FITULTRALG,TNA67351,Direct Cross
77001,FITULTRALG,TNA67460,Direct Cross
77002,FITULTRALG,ULTRACARELG,Class of Trade Cross
77003,FITULTRAMD,BZA000021285,Direct Cross
77004,FITULTRAMD,BZA000021286,Direct Cross
77005,FITULTRAMD,BZA000021287,Direct Cross
77006,FITULTRAMD,CON165272,Direct Cross
77007,FITULTRAMD,COV77073,Direct Cross
77008,FITULTRAMD,FITEXTRAMD,Direct Cross
77009,FITULTRAMD,FITPLUSMD,Similar Cross
77010,FITULTRAMD,IDMPU2185,Direct Cross
77011,FITULTRAMD,PBE2122,Direct Cross
77012,FITULTRAMD,PHT165132,Direct Cross
77013,FITULTRAMD,PHT165532,Direct Cross
77014,FITULTRAMD,PHT1655322,Direct Cross
77015,FITULTRAMD,PPB2122,Direct Cross
77016,FITULTRAMD,PPB2185,Class of Trade Cross
77017,FITULTRAMD,PPB2312,Direct Cross
77018,FITULTRAMD,PRKDDC20,Direct Cross
77019,FITULTRAMD,PRKDDEW20,Direct Cross
77020,FITULTRAMD,PVB012,Direct Cross
77021,FITULTRAMD,PVB012-3,Direct Cross
77022,FITULTRAMD,SME25BC2,Direct Cross
77023,FITULTRAMD,SME25BS1,Direct Cross
77024,FITULTRAMD,SWD67033,Direct Cross
77025,FITULTRAMD,TNA67200,Direct Cross
77026,FITULTRAMD,TNA67252,Direct Cross
77027,FITULTRAMD,TNA67450,Direct Cross
77028,FITULTRAMD,ULTRACAREMD,Class of Trade Cross
77029,FITULTRASM,AVK35456,Class of Trade Cross
77030,FITULTRASM,BXT66132,Direct Cross
77031,FITULTRASM,FITEXTRASM,Direct Cross
77032,FITULTRASM,IDMPU2120,Direct Cross
77033,FITULTRASM,IDMPU2183,Direct Cross
77034,FITULTRASM,K-C55881,Direct Cross
77035,FITULTRASM,MTB80200,Similar Cross
77036,FITULTRASM,PHT1655311,Direct Cross
77037,FITULTRASM,PPB2120,Direct Cross
77038,FITULTRASM,PPB2744,Direct Cross
77039,FITULTRASM,PRG09756,Direct Cross
77040,FITULTRASM,PRG62802,Direct Cross
77041,FITULTRASM,PRG62804,Direct Cross
77042,FITULTRASM,PRKCMF8,Direct Cross
77043,FITULTRASM,PRKDD10,Direct Cross
77044,FITULTRAXLG,CON165274,Direct Cross
77045,FITULTRAXLG,CON165674,Direct Cross
77046,FITULTRAXLG,COV77075,Direct Cross
77047,FITULTRAXLG,DDQPVB0141,Direct Cross
77048,FITULTRAXLG,FITPLUSXLG,Direct Cross
77049,FITULTRAXLG,PRKDDC40,Direct Cross
77050,FITULTRAXLG,PRKDDC40A,Class of Trade Cross
77051,FITULTRAXLG,PRKDDEW40,Direct Cross
77052,FITULTRAXLG,PVB014/1,Class of Trade Cross
77053,FITULTRAXLG,SWD67035,Direct Cross
77054,FITULTRAXLG,SXL25BC2,Direct Cross
77055,FITULTRAXLG,SXL25BS1,Direct Cross
77056,FITULTRAXLG,TNA67470,Direct Cross
77057,FITULTRAXLG,TNA68010,Direct Cross
77058,FITULTRAXLG,TNA68011,Direct Cross
77059,FITULTRAXLG,ULTRACAREXLG,Class of Trade Cross
77060,FITULTRAXXL,FITPLUSXXL,Similar Cross
77061,FITULTRAXXL,GOMDD50,Class of Trade Cross
77062,FITULTRAXXL,KDL67093,Direct Cross
77063,FITULTRAXXL,MTB60700,Similar Cross
77064,FITULTRAXXL,PPB2315,Class of Trade Cross
77065,FIWFW2B24,NON133000,Direct Cross
77066,FIWFW2B2CS,NON034215,Direct Cross
77067,FLT185B,OTC007950,Direct Cross
77068,FLT201,CUR095005,Direct Cross
77069,FLT201,CUR095005B,Direct Cross
77070,FLT201,FLT20224,Direct Cross
77071,FLT201,KNTPRE1155US,Direct Cross
77072,FLT20224,CUR095005,Direct Cross
77073,FLT20224,CUR095005B,Direct Cross
77074,FLT20224,FLT201,Direct Cross
77075,FLT301,CUR095010,Direct Cross
77076,FLT301,DYA4718,Direct Cross
77077,FLX010740U,DYNJAA07,Direct Cross
77078,FLX03210022U,HUD1820,Direct Cross
77079,FLX03210038U,HUD6104T,Similar Cross
77080,FLX03210039U,HUD1755,Value Cross
77081,FLX03210046U,HUD6106T,Value Cross
77082,FLX03210049U,HUD1755,Value Cross
77083,FLX03210060U,HCS4507,Value Cross
77084,FLX03210060U,HUD1115,Direct Cross
77085,FLX03210083U,HUD6109T,Similar Cross
77086,FLX03210085U,HUD1755,Value Cross
77087,FLX03210124U,HCS4561S,Direct Cross
77088,FLX03210125U,HCS4568S,Direct Cross
77089,FLX03210126U,HCS4568FS,Direct Cross
77090,FLX03210127U,HCS4565S,Direct Cross
77091,FLX03210128U,HCS4565FS,Similar Cross
77092,FLX03210135U,CO201SLMML,Direct Cross
77093,FLX03210137U,PRM21108MML,Similar Cross
77094,FLX03210160U,HUD241213,Direct Cross
77095,FLX03210161U,HUD241212,Direct Cross
77096,FLX03210181U,HCS4607MO,Similar Cross
77097,FLX032101821U,HCS4607MN,Direct Cross
77098,FLX03210182U,HCS4607MN,Direct Cross
77099,FLX03210183U,HCS4614MN,Direct Cross
77100,FLX03212125U,HCS4562S,Direct Cross
77101,FLX03212182U,HCS4707MN,Similar Cross
77102,FLX03213150U,HUD241213,Direct Cross
77103,FLX03213151U,HUD241212,Direct Cross
77104,FLX03213152U,HUD241211,Direct Cross
77105,FLX03213153U,HUD241213,Direct Cross
77106,FLX03801614U,DYNJAA10160,Class of Trade Cross
77107,FLX03801614U,DYNJAACALLDIV,Direct Cross
77108,FLX03802713U,DYNJAACALLDIV,Direct Cross
77109,FLX03831252U,HUD88036KIT,Similar Cross
77110,FLX03831402U,DYNJAACALLDIV,Direct Cross
77111,FLX03831601U,HUD87098KIT,Direct Cross
77112,FLX03831601U,TAH03831601U,Direct Cross
77113,FLX03833252U,FPYRT265,Direct Cross
77114,FLX03833252U,HUD78007KIT,Direct Cross
77115,FLX03835300U,DYNJ500EP,Similar Cross
77116,FLX03835300U,FLX03835302U,Direct Cross
77117,FLX03835300U,HUD1698,Direct Cross
77118,FLX03835300U,TAH731069210,Direct Cross
77119,FLX03835301U,FLX03835302U,Direct Cross
77120,FLX03835301U,HUD1698F,Similar Cross
77121,FLX03835302U,FLX03835300U,Direct Cross
77122,FLX03835302U,FLX03835301U,Direct Cross
77123,FLX03835302U,HUD1698F,Direct Cross
77124,FLX03841350U,DYNJAAHME5,Direct Cross
77125,FLX03841355U,DYNJAAHME1,Direct Cross
77126,FLX03841360U,DYNJAABV1,Direct Cross
77127,FLX03841365U,DYNJAABV1,Direct Cross
77128,FLX03841370U,DYNJAAHF,Direct Cross
77129,FLX03841375U,DYNJAAHF,Direct Cross
77130,FLX03842365U,DYNJAABV1,Direct Cross
77131,FLX03871940U,CPRM4416,Similar Cross
77132,FLX03894001U,HCSCUFF0041,Direct Cross
77133,FLX03894210,DYND300010S,Similar Cross
77134,FLX03894215U,DYND300015S,Similar Cross
77135,FLX03894215U,HUD300000015,Direct Cross
77136,FLX03894220U,DYND300020S,Similar Cross
77137,FLX03894225U,DYND300025S,Similar Cross
77138,FLX03894225U,HUD300000025,Direct Cross
77139,FLX03894230U,DYND300030S,Similar Cross
77140,FLX03894230U,HUD5200000030,Direct Cross
77141,FLX03894230U,HUD5300000030,Direct Cross
77142,FLX03894240U,DYND300040S,Similar Cross
77143,FLX03894240U,HUD5200000040,Direct Cross
77144,FLX03894250U,DYND300050S,Similar Cross
77145,FLX03894250U,HUD5200000050,Direct Cross
77146,FLX03894250U,HUD5300000050,Direct Cross
77147,FLX03894310U,DYND300010S,Direct Cross
77148,FLX03894315U,DYND300015S,Direct Cross
77149,FLX03894320U,DYND300020S,Direct Cross
77150,FLX03894325U,DYND300025S,Direct Cross
77151,FLX03894330U,DYND300030S,Direct Cross
77152,FLX03894330U,FLX03894340U,Direct Cross
77153,FLX03894330U,FLX03894350U,Direct Cross
77154,FLX03894330U,HUD5200000030,Direct Cross
77155,FLX03894330U,HUD5300000030,Direct Cross
77156,FLX03894340U,DYND300040S,Direct Cross
77157,FLX03894340U,FLX03894330U,Direct Cross
77158,FLX03894340U,HUD5200000040,Direct Cross
77159,FLX03894340U,HUD5300000040,Direct Cross
77160,FLX03894350U,DYND300050S,Direct Cross
77161,FLX03894350U,FLX03894330U,Direct Cross
77162,FLX03894540U,DYND300040S,Direct Cross
77163,FLX03894640U,DYND300040S,Direct Cross
77164,FLX03894640U,FLX894640UCS,Direct Cross
77165,FLX038975075U,DYNJAETC75,Direct Cross
77166,FLX040021U,MDS0423610,Direct Cross
77167,FLX040090400U,MDS0425550,Direct Cross
77168,FLX040090401U,MDS0425551,Direct Cross
77169,FLX040112U,MDS0425120,Class of Trade Cross
77170,FLX040112U,MDS0425120G,Direct Cross
77171,FLX040113U,MDS0425125,Class of Trade Cross
77172,FLX040113U,MDS0425125G,Direct Cross
77173,FLX040132U,MDS0422540,Direct Cross
77174,FLX040134U,MDS0422555,Direct Cross
77175,FLX040309U,FLX040334U,Direct Cross
77176,FLX040309U,MDS0425615,Direct Cross
77177,FLX040309U,MDS0425625,Class of Trade Cross
77178,FLX040310U,HUD77700,Direct Cross
77179,FLX040310U,MDS0425625,Direct Cross
77180,FLX040310U,MGN040310UH,Direct Cross
77181,FLX040310U,SMKSLH02,Direct Cross
77182,FLX040313U,FLX040333U,Direct Cross
77183,FLX040331U,MDS0425110,Direct Cross
77184,FLX040332U,FLX40040120U,Direct Cross
77185,FLX040332U,MDS0425502,Direct Cross
77186,FLX040332U,TAH29040332U,Direct Cross
77187,FLX040333U,FLX040313U,Direct Cross
77188,FLX040333U,FLX40040130U,Direct Cross
77189,FLX040333U,MDS0425503,Direct Cross
77190,FLX040333U,MDS0425603,Direct Cross
77191,FLX040333U,TAH29040333U,Value Cross
77192,FLX040334U,FLX040309U,Direct Cross
77193,FLX040334U,FLX040614U,Direct Cross
77194,FLX040334U,FLX040714U,Direct Cross
77195,FLX040334U,FLX40040140U,Direct Cross
77196,FLX040334U,MDS0425504,Direct Cross
77197,FLX040334U,MDS0425604,Direct Cross
77198,FLX040334U,MDS0425625,Direct Cross
77199,FLX040334U,TAH29040334U,Direct Cross
77200,FLX040340NU,MDS0423503,Direct Cross
77201,FLX040340U,TAH3290400204,Direct Cross
77202,FLX040341U,ADC4065,Direct Cross
77203,FLX040342U,MDS0425552,Direct Cross
77204,FLX040342U,MDS0425662,Direct Cross
77205,FLX040342U,TAH29040342U,Value Cross
77206,FLX040343U,MDS0423520,Direct Cross
77207,FLX040343U,MDS0425553,Direct Cross
77208,FLX040343U,MDS0425663,Direct Cross
77209,FLX040343U,TAH29040343U,Value Cross
77210,FLX040344U,MDS0425554,Class of Trade Cross
77211,FLX040344U,TAH29040344U,Direct Cross
77212,FLX040523U,FLX040723U,Direct Cross
77213,FLX040523U,TAH329040723U,Value Cross
77214,FLX040611UBX,MDS0425501,Direct Cross
77215,FLX040614U,FLX040334U,Direct Cross
77216,FLX040614U,FLX040714U,Direct Cross
77217,FLX040711U,HUD4150110,Direct Cross
77218,FLX040711U,MDS0425501,Direct Cross
77219,FLX040712U,HUD004671002,Direct Cross
77220,FLX040712U,HUD4150120,Direct Cross
77221,FLX040712U,MDS0425502,Direct Cross
77222,FLX040712U,TAH040712UEA,Value Cross
77223,FLX040713U,HUD4150130,Direct Cross
77224,FLX040713U,MDS0425503,Direct Cross
77225,FLX040713U,MGN040713UH,Direct Cross
77226,FLX040713U,TAH040713U,Direct Cross
77227,FLX040714U,FLX040334U,Direct Cross
77228,FLX040714U,FLX040614U,Direct Cross
77229,FLX040714U,HUD004671004,Direct Cross
77230,FLX040714U,HUD4150140,Direct Cross
77231,FLX040714U,MDS0425504,Direct Cross
77232,FLX040714U,MGN040714UH,Direct Cross
77233,FLX040714U,TAH040714U,Direct Cross
77234,FLX040720N,FLX040720NU,Direct Cross
77235,FLX040720NU,FLX040720N,Direct Cross
77236,FLX040720NU,HUD004670010,Direct Cross
77237,FLX040720NU,HUD4150002,Direct Cross
77238,FLX040720NU,MDS0425549,Direct Cross
77239,FLX040720NU,SMI5533320,Direct Cross
77240,FLX040720NU,TAH40720NUEA,Direct Cross
77241,FLX040721U,HUD4150010,Direct Cross
77242,FLX040721U,MDS0425551,Direct Cross
77243,FLX040721U,TAH329040721U,Value Cross
77244,FLX040722U,HUD004670002,Direct Cross
77245,FLX040722U,MDS0425502,Direct Cross
77246,FLX040722U,MDS0425552,Direct Cross
77247,FLX040722U,MDS0425553,Direct Cross
77248,FLX040722U,MGN040722UH,Direct Cross
77249,FLX040722U,TAH329040722U,Value Cross
77250,FLX040723HU,FLX9040723HU,Direct Cross
77251,FLX040723U,FLX040523U,Direct Cross
77252,FLX040723U,HUD004670003,Direct Cross
77253,FLX040723U,HUD4150030,Direct Cross
77254,FLX040723U,MDS0425553,Direct Cross
77255,FLX040723U,MGN040723UH,Direct Cross
77256,FLX040723U,TAH329040723U,Direct Cross
77257,FLX040724HU,HUD004670004,Direct Cross
77258,FLX040724U,MDS0425554,Direct Cross
77259,FLX040724U,TAH040724U,Value Cross
77260,FLX040741U,TAH329040741U,Direct Cross
77261,FLX040812U,MDS0423605,Direct Cross
77262,FLX040849U,MDS0423503G,Direct Cross
77263,FLX040850U,MDS0423505G,Direct Cross
77264,FLX040851U,MDS0423510G,Direct Cross
77265,FLX040852U,MDS0423515G,Direct Cross
77266,FLX040853U,MDS0423520G,Direct Cross
77267,FLX040854U,MDS0423525G,Direct Cross
77268,FLX040911U,MDS0425110,Direct Cross
77269,FLX040912U,MDS0425115,Direct Cross
77270,FLX040913U,MDS0425120,Direct Cross
77271,FLX040914U,MDS0425125,Direct Cross
77272,FLX10125AUBX,HCS4568S,Similar Cross
77273,FLX213252UBX,HUD241102,Similar Cross
77274,FLX213252UBX,NTPN4902,Direct Cross
77275,FLX3210125BU,HCS4568S,Similar Cross
77276,FLX3895005CU,DYNJNASOF20,Similar Cross
77277,FLX3895006CU,DYNJNASOF24,Similar Cross
77278,FLX3895007CU,DYNJNASOF30,Direct Cross
77279,FLX3895007CU,RSH123319,Direct Cross
77280,FLX3895008CU,DYNJNASOF34,Similar Cross
77281,FLX3895008CU,TAH3895008CU,Direct Cross
77282,FLX3895045CU,DYNJNASOF22,Direct Cross
77283,FLX3895065CU,DYNJNASOF28,Similar Cross
77284,FLX3895075CU,DYNJNASOF32,Similar Cross
77285,FLX38961030U,DYNJAETU30,Direct Cross
77286,FLX38966050U,DYNJAETC50,Direct Cross
77287,FLX38967022U,DYNJSTY06,Direct Cross
77288,FLX38967040U,DYNJSTY10,Direct Cross
77289,FLX38967050U,DYNJSTY10,Direct Cross
77290,FLX38971030U,DYNJAETC30,Direct Cross
77291,FLX38971035U,DYNJAETC35,Direct Cross
77292,FLX38971040U,DYND43040,Direct Cross
77293,FLX38971045U,DYNJAETC45,Direct Cross
77294,FLX38971050U,DYNJAETC50,Direct Cross
77295,FLX38971060U,DYNJAETC60,Direct Cross
77296,FLX38971065U,DYNJAETC65,Direct Cross
77297,FLX38971070U,DYNJAETC70,Direct Cross
77298,FLX38971075U,DYNJAETC75,Direct Cross
77299,FLX38971085U,DYNJAETC85,Direct Cross
77300,FLX38971090U,DYNJAETC90,Direct Cross
77301,FLX38972055U,DYNJAAET55,Direct Cross
77302,FLX38974060U,DYNJAETC60S,Direct Cross
77303,FLX38974065U,DYNJAETC65S,Direct Cross
77304,FLX38976050U,DYNJAETC50S,Direct Cross
77305,FLX38976055U,DYNJAETC55,Direct Cross
77306,FLX38976060U,DYNJAETC60S,Direct Cross
77307,FLX38976065U,DYNJAETC65S,Direct Cross
77308,FLX38976070U,DYNJAETC70S,Direct Cross
77309,FLX38976075U,DYNJAETC75S,Direct Cross
77310,FLX38976080U,DYNJAETC80S,Direct Cross
77311,FLX38976085U,DYNJAETC85S,Direct Cross
77312,FLX40000421U,MDS0425552,Direct Cross
77313,FLX40001220U,MDS0425502,Direct Cross
77314,FLX40001800U,MDS0425549,Direct Cross
77315,FLX40001801U,MDS0425500,Direct Cross
77316,FLX40001810U,MDS0425551,Direct Cross
77317,FLX40001820U,MDS0425552,Direct Cross
77318,FLX40001830U,MDS0425553,Direct Cross
77319,FLX40001840U,MDS0425554,Direct Cross
77320,FLX40020400U,MDS0425549,Direct Cross
77321,FLX40020410U,FLX40060410U,Direct Cross
77322,FLX40040120U,FLX040332U,Direct Cross
77323,FLX40040120U,MDS0425502,Class of Trade Cross
77324,FLX40040130U,FLX040333U,Direct Cross
77325,FLX40040130U,HUD004671003,Direct Cross
77326,FLX40040130U,MDS0425503,Class of Trade Cross
77327,FLX40040130U,MDS0425603,Direct Cross
77328,FLX40040140U,FLX040334U,Direct Cross
77329,FLX40040140U,HUD004671004,Direct Cross
77330,FLX40040140U,MDS0425504,Class of Trade Cross
77331,FLX40040140U,MDS0425604,Direct Cross
77332,FLX40040420U,MDS0425552,Class of Trade Cross
77333,FLX40040420U,MDS0425662,Direct Cross
77334,FLX40040430U,HUD004670003,Direct Cross
77335,FLX40040430U,MDS0425553,Class of Trade Cross
77336,FLX40040430U,MDS0425663,Direct Cross
77337,FLX40040440U,HUD004670004,Direct Cross
77338,FLX40040440U,HUD004670010,Direct Cross
77339,FLX40040440U,MDS0425554,Class of Trade Cross
77340,FLX40060110U,MDS0425501,Class of Trade Cross
77341,FLX40060400U,MDS0425549,Class of Trade Cross
77342,FLX40060401U,MDS0425550,Class of Trade Cross
77343,FLX40060410U,FLX40020410U,Direct Cross
77344,FLX40060410U,MDS0425551,Class of Trade Cross
77345,FLX51410SFPU,DYNJAAMASK34,Direct Cross
77346,FLX52415SFPU,DYNJAAMASK33,Class of Trade Cross
77347,FLX52415SFPU,DYNJAAMASK34,Direct Cross
77348,FLX52415SFPU,DYNJAAMASK43,Direct Cross
77349,FLX52430SFPU,DYNJAACALLDIV,Direct Cross
77350,FLX852420SFPU,DYNJAAMASK33,Direct Cross
77351,FLX852420SFPU,DYNJAAMASK43,Direct Cross
77352,FLX894610UCS,DYND300010S,Similar Cross
77353,FLX894615UCS,DYND300015S,Similar Cross
77354,FLX894620UCS,DYND300020S,Similar Cross
77355,FLX894625UCS,DYND300025S,Similar Cross
77356,FLX894630UCS,DYND300030S,Similar Cross
77357,FLX894640UCS,DYND300040S,Similar Cross
77358,FLX894640UCS,FLX03894640U,Direct Cross
77359,FLX894650UCS,DYND300050S,Similar Cross
77360,FLX894650UCS,HUD5200000050,Direct Cross
77361,FLX8961030MU,DYNJAETU30,Direct Cross
77362,FLX8968050U,DYNJBOUG15,Direct Cross
77363,FLX9040723HU,FLX040723HU,Direct Cross
77364,FLXNF150U,FPYRD130010,Direct Cross
77365,FLXNF1581U,DTX1091335VS,Direct Cross
77366,FLXNF1581U,DYNJAACALLDIV,Direct Cross
77367,FLXNF16110U,DYNJAAMASK31,Direct Cross
77368,FLXNF16110U,HUD15800,Direct Cross
77369,FM1505,PDC500PLAN,Direct Cross
77370,FM1505,PDCDPM16,Direct Cross
77371,FM1505,PDCDSPDST,Direct Cross
77372,FM1505,SHMMD500,Direct Cross
77373,FM1542,PDCTMPLSWH,Direct Cross
77374,FM1542,UNTLS102W1BX,Direct Cross
77375,FM1542,ZLSL102W,Direct Cross
77376,FM1628,PDCWBW21101W1,Direct Cross
77377,FM1629,PDCWBW11101W1,Similar Cross
77378,FM1689,PDCLDUC143,Direct Cross
77379,FM2022,NIIWTD13,Direct Cross
77380,FM2022,PFT500P,Direct Cross
77381,FM2684,LDC2325,Similar Cross
77382,FM2771,000000000007122325,Direct Cross
77383,FM655B,KYST0202,Direct Cross
77384,FM655B,SHMSMT386,Direct Cross
77385,FM655G,HMK3225GREEN,Direct Cross
77386,FM655G,KYST0203,Direct Cross
77387,FM655G,SHMSMT3825,Direct Cross
77388,FM655G,SHMSMT383,Direct Cross
77389,FM655K,APO152009EEA,Direct Cross
77390,FM655K,KYST0209,Direct Cross
77391,FM655K,SHMSMT3826,Direct Cross
77392,FM655Y,KYST0205,Direct Cross
77393,FM655Y,SHMSMT382,Direct Cross
77394,FM86010,PRAFM80120,Value Cross
77395,FM86010,PRAFM86010,Similar Cross
77396,FM86010,PRAFM86011,Direct Cross
77397,FMBAG01,BRDSMS2B1L,Direct Cross
77398,FMBAG01,SQU411102,Direct Cross
77399,FMBAG01,SQU411102CS,Direct Cross
77400,FMBAG01,SQU411108,Direct Cross
77401,FMBAG01,SQU411108CS,Direct Cross
77402,FMBAG01,SQU421630,Direct Cross
77403,FMBAG01,SQU422291,Direct Cross
77404,FMBAG01,VTN11102BX,Direct Cross
77405,FMBAG01,VTN411108,Direct Cross
77406,FMC6212,MDS9950,Direct Cross
77407,FMC6217,MDS9952,Direct Cross
77408,FMD7315,SPLT315DR,Direct Cross
77409,FMD7415,SPLT415DR,Direct Cross
77410,FMEX01,BRDENSMS002,Direct Cross
77411,FMEX01,BRDSMS002,Direct Cross
77412,FMEX01,HTP9821,Direct Cross
77413,FMEX01,HTP9822,Direct Cross
77414,FMEX01,HTP9823,Direct Cross
77415,FMEX01,HTP9880,Direct Cross
77416,FMEX01,SQU418000MC,Direct Cross
77417,FMEX01,SQU421703,Direct Cross
77418,FMEX01,SQU422303,Direct Cross
77419,FMEX01,SQU650078,Direct Cross
